PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS;N_CATALOGO
Volumétrico;Volumétrico;---;---;---;---;---;11110128;445143.39;4477039.5;34966
Volumétrico;Volumétrico;---;---;---;---;---;20038964;445135.2;4477077.61;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109902;445187.32;4476764.05;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110185;445245.79;4476841.99;34966
Volumétrico;Volumétrico;---;---;---;---;---;31012902;445150.44;4477028.24;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110203;445137.83;4476982.74;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109945;445120.44;4477054.31;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109971;445142.3;4476994.28;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110213;445075.25;4476752.05;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110000;445145.8;4476902.12;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110168;445079.81;4476773.55;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109946;445123.92;4477059.78;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110142;445139.78;4476998.32;34966
Volumétrico;Volumétrico;---;---;---;---;---;31012905;445108.13;4476818.33;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109908;445156.38;4476813.33;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110199;445121.21;4477009.71;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110067;445188.69;4476954.59;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109875;445112.96;4476765.79;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109958;445204.81;4476941.95;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110033;445097.66;4476833.68;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110065;445180.49;4476949.47;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110046;445197.67;4476879.72;34966
Volumétrico;Volumétrico;---;---;---;---;---;20144795;445115.94;4476723.7;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109913;445122.04;4476867.6;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109984;445161.73;4476889.84;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110194;445200.52;4476813.59;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109905;445168.44;4476794.73;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110163;445114.62;4476779.38;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110157;445130.54;4476825.95;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110010;445223.75;4476746.52;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109922;445080.36;4476738.02;34966
Volumétrico;Volumétrico;---;---;---;---;---;20144809;445160.37;4476731.06;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110054;445120.52;4476911.52;34966
Volumétrico;Volumétrico;---;---;---;---;---;20038976;445122.1;4476842.0;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110005;445111.37;4476958.97;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110020;445279.72;4476777.14;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110043;445181.69;4476870.37;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109957;445207.79;4476937.15;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109982;445167.02;4476881.36;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110192;445210.96;4476820.12;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110089;445224.82;4476777.15;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110144;445132.83;4477009.41;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110029;445236.34;4476879.73;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110026;445215.67;4476868.42;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109890;445137.5;4476871.14;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110048;445213.97;4476888.15;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110178;445239.17;4476822.4;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109918;445104.69;4476895.16;34966
Volumétrico;Volumétrico;---;---;---;---;---;20144791;445103.1;4476721.57;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109987;445151.95;4476905.4;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109963;445202.39;4476901.45;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109955;445213.56;4476927.85;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109878;445130.28;4476768.76;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109951;445152.89;4477105.35;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109991;445124.16;4476957.47;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110182;445259.73;4476835.25;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110006;445107.44;4476963.65;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109882;445154.22;4476772.57;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110122;445159.07;4477034.68;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109966;445190.83;4476919.72;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110004;445114.94;4476953.38;34966
Volumétrico;Volumétrico;---;---;---;---;---;31015843;445130.94;4476782.12;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110071;445118.39;4476931.56;34966
Volumétrico;Volumétrico;---;---;---;---;---;31007022;445097.88;4476814.86;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109876;445118.95;4476766.89;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110044;445188.29;4476874.01;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110059;445146.44;4476927.75;34966
Volumétrico;Volumétrico;---;---;---;---;---;20038968;445193.79;4476915.03;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110120;445165.6;4477024.34;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110042;445178.34;4476868.52;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110086;445208.7;4476768.35;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110170;445197.78;4476796.37;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110166;445098.47;4476776.67;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109906;445165.25;4476799.66;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109873;445101.45;4476763.95;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110017;445262.63;4476767.79;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110045;445191.41;4476875.74;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110009;445097.95;4476980.3;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109988;445149.53;4476909.26;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110074;445139.36;4476944.58;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109874;445108.85;4476765.22;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109943;445113.68;4477043.7;34966
Volumétrico;Volumétrico;---;---;---;---;---;20144811;445167.59;4476732.24;34966
Volumétrico;Volumétrico;---;---;---;---;---;31012960;445149.54;4476982.7;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109986;445154.85;4476900.78;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109872;445093.05;4476762.54;34966
Volumétrico;Volumétrico;---;---;---;---;---;20150800;445171.78;4476965.02;34966
Volumétrico;Volumétrico;---;---;---;---;---;20144815;445179.64;4476734.23;34966
Volumétrico;Volumétrico;---;---;---;---;---;31015842;445141.82;4476783.95;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109881;445148.1;4476771.73;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110172;445208.6;4476803.13;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109944;445117.12;4477049.09;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110022;445179.11;4476848.2;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110162;445120.28;4476780.34;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109894;445126.08;4476889.42;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109967;445187.84;4476924.43;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110125;445148.33;4477051.64;34966
Volumétrico;Volumétrico;---;---;---;---;---;31012968;445177.99;4476968.89;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110181;445252.79;4476830.95;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109974;445195.46;4476899.35;34966
Volumétrico;Volumétrico;---;---;---;---;---;31012897;445129.0;4476996.85;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109995;445160.7;4476878.53;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109895;445123.05;4476894.2;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110008;445102.34;4476973.33;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110154;445115.36;4476820.89;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110165;445105.56;4476777.86;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109969;445181.98;4476933.69;34966
Volumétrico;Volumétrico;---;---;---;---;---;31015845;445113.18;4476975.05;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109992;445119.75;4476964.43;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110167;445091.72;4476775.55;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110195;445195.42;4476810.39;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110161;445136.34;4476783.01;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110041;445168.5;4476863.75;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110087;445213.92;4476771.2;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110024;445204.79;4476862.4;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110208;445106.42;4476985.96;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109911;445132.89;4476850.38;34966
Volumétrico;Volumétrico;---;---;---;---;---;20038966;445141.9;4477061.75;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110032;445091.34;4476831.54;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110179;445244.07;4476825.61;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110077;445194.78;4476988.71;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109899;445087.4;4476951.0;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110200;445124.66;4477003.73;34966
Volumétrico;Volumétrico;---;---;---;---;---;20144803;445141.44;4476727.91;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110058;445141.97;4476924.95;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110143;445135.2;4477005.61;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109927;445071.95;4476802.63;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109972;445127.86;4477017.59;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110091;445235.11;4476782.74;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110016;445258.39;4476765.46;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110183;445254.84;4476847.38;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110184;445250.95;4476845.12;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110131;445154.2;4477022.23;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110145;445125.9;4477020.46;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109914;445118.51;4476873.19;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109980;445177.99;4476926.9;34966
Volumétrico;Volumétrico;---;---;---;---;---;20144805;445149.55;4476729.26;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109892;445131.73;4476880.42;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110088;445217.72;4476773.29;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110093;445245.77;4476788.52;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110056;445129.74;4476917.38;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110129;445145.84;4477035.6;34966
Volumétrico;Volumétrico;---;---;---;---;---;20144789;445096.26;4476720.44;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110188;445229.21;4476831.47;34966
Volumétrico;Volumétrico;---;---;---;---;---;20144793;445108.89;4476722.53;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110036;445116.79;4476840.17;34966
Volumétrico;Volumétrico;---;---;---;---;---;20144797;445121.61;4476724.51;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110175;445221.83;4476811.49;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110072;445125.1;4476935.63;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109977;445186.77;4476913.05;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110023;445194.34;4476856.63;34966
Volumétrico;Volumétrico;---;---;---;---;---;11109947;445138.99;4477083.56;34966
Volumétrico;Volumétrico;---;---;---;---;---;11110021;445164.91;4476840.35;34966
Ambiental;Ambiental;---;---;---;---;---;11043095;433858.3;4487310.52;34967
Ambiental;Ambiental;---;---;---;---;---;11043280;433877.38;4487068.2;34967
Ambiental;Ambiental;---;---;---;---;---;11043052;433783.57;4487391.29;34967
Ambiental;Ambiental;---;---;---;---;---;11043403;433923.36;4486952.51;34967
Ambiental;Ambiental;---;---;---;---;---;11043358;433962.18;4486959.88;34967
Ambiental;Ambiental;---;---;---;---;---;11043374;433906.59;4486922.52;34967
Ambiental;Ambiental;---;---;---;---;---;11043368;433905.76;4487004.68;34967
Ambiental;Ambiental;---;---;---;---;---;11043314;433826.39;4487088.93;34967
Ambiental;Ambiental;---;---;---;---;---;11043292;433850.75;4487127.16;34967
Ambiental;Ambiental;---;---;---;---;---;11043283;433875.63;4487090.79;34967
Ambiental;Ambiental;---;---;---;---;---;11043209;433806.06;4487253.72;34967
Ambiental;Ambiental;---;---;---;---;---;11043386;433862.62;4486991.39;34967
Ambiental;Ambiental;---;---;---;---;---;11043039;433780.4;4487331.34;34967
Ambiental;Ambiental;---;---;---;---;---;11043138;433800.68;4487297.58;34967
Ambiental;Ambiental;---;---;---;---;---;11043140;433806.24;4487286.59;34967
Ambiental;Ambiental;---;---;---;---;---;11043116;433848.62;4487361.6;34967
Ambiental;Ambiental;---;---;---;---;---;11043090;433837.88;4487340.17;34967
Ambiental;Ambiental;---;---;---;---;---;11043399;433902.65;4486974.59;34967
Ambiental;Ambiental;---;---;---;---;---;11043288;433866.35;4487123.57;34967
Ambiental;Ambiental;---;---;---;---;---;11043381;433881.62;4486957.73;34967
Ambiental;Ambiental;---;---;---;---;---;11043301;433864.36;4487058.27;34967
Ambiental;Ambiental;---;---;---;---;---;11043235;433752.29;4487209.03;34967
Ambiental;Ambiental;---;---;---;---;---;31023299;433756.86;4487176.51;34967
Ambiental;Ambiental;---;---;---;---;---;11043338;433963.18;4487015.35;34967
Ambiental;Ambiental;---;---;---;---;---;11043054;433790.78;4487380.52;34967
Ambiental;Ambiental;---;---;---;---;---;11043160;433829.46;4487317.86;34967
Ambiental;Ambiental;---;---;---;---;---;11043215;433819.46;4487216.6;34967
Ambiental;Ambiental;---;---;---;---;---;11043147;433825.67;4487250.48;34967
Ambiental;Ambiental;---;---;---;---;---;11043059;433806.82;4487356.41;34967
Ambiental;Ambiental;---;---;---;---;---;11043266;433935.55;4487143.17;34967
Ambiental;Ambiental;---;---;---;---;---;20146738;433875.03;4486967.15;34967
Ambiental;Ambiental;---;---;---;---;---;11043362;433930.9;4486967.52;34967
Ambiental;Ambiental;---;---;---;---;---;11043342;433950.66;4487035.12;34967
Ambiental;Ambiental;---;---;---;---;---;11043249;433921.9;4487112.26;34967
Ambiental;Ambiental;---;---;---;---;---;11043272;433908.14;4487078.04;34967
Ambiental;Ambiental;---;---;---;---;---;11043267;433929.35;4487142.87;34967
Ambiental;Ambiental;---;---;---;---;---;11043115;433866.02;4487353.92;34967
Ambiental;Ambiental;---;---;---;---;---;11043378;433893.05;4486941.36;34967
Ambiental;Ambiental;---;---;---;---;---;11043071;433723.91;4487333.61;34967
Ambiental;Ambiental;---;---;---;---;---;11043226;433790.45;4487163.47;34967
Ambiental;Ambiental;---;---;---;---;---;11043322;433834.59;4487137.13;34967
Ambiental;Ambiental;---;---;---;---;---;11043190;433793.72;4487199.96;34967
Ambiental;Ambiental;---;---;---;---;---;11043025;433811.85;4487381.74;34967
Ambiental;Ambiental;---;---;---;---;---;11043177;433878.36;4487212.48;34967
Ambiental;Ambiental;---;---;---;---;---;11043285;433873.19;4487101.8;34967
Ambiental;Ambiental;---;---;---;---;---;11043041;433773.39;4487341.4;34967
Ambiental;Ambiental;---;---;---;---;---;11043286;433867.76;4487112.1;34967
Ambiental;Ambiental;---;---;---;---;---;11043182;433878.24;4487173.52;34967
Ambiental;Ambiental;---;---;---;---;---;11043379;433889.36;4486946.65;34967
Ambiental;Ambiental;---;---;---;---;---;11043268;433898.24;4487134.16;34967
Ambiental;Ambiental;---;---;---;---;---;11043263;433952.68;4487118.88;34967
Ambiental;Ambiental;---;---;---;---;---;31041040;433752.1;4487186.5;34967
Ambiental;Ambiental;---;---;---;---;---;31023300;433754.61;4487180.94;34967
Ambiental;Ambiental;---;---;---;---;---;11043200;433764.33;4487259.01;34967
Ambiental;Ambiental;---;---;---;---;---;11043124;433890.34;4487230.18;34967
Ambiental;Ambiental;---;---;---;---;---;11043127;433901.72;4487255.18;34967
Ambiental;Ambiental;---;---;---;---;---;11043136;433925.36;4487193.9;34967
Ambiental;Ambiental;---;---;---;---;---;11043135;433931.35;4487209.49;34967
Ambiental;Ambiental;---;---;---;---;---;11043203;433775.64;4487286.3;34967
Ambiental;Ambiental;---;---;---;---;---;11043400;433905.66;4486970.06;34967
Ambiental;Ambiental;---;---;---;---;---;11043027;433805.37;4487391.46;34967
Ambiental;Ambiental;---;---;---;---;---;11043311;433830.3;4487069.82;34967
Ambiental;Ambiental;---;---;---;---;---;11043295;433852.81;4487108.96;34967
Ambiental;Ambiental;---;---;---;---;---;11043130;433921.56;4487237.14;34967
Ambiental;Ambiental;---;---;---;---;---;11043133;433927.44;4487221.35;34967
Ambiental;Ambiental;---;---;---;---;---;11043031;433815.7;4487410.92;34967
Ambiental;Ambiental;---;---;---;---;---;11043201;433761.97;4487263.47;34967
Ambiental;Ambiental;---;---;---;---;---;11043044;433762.7;4487357.35;34967
Ambiental;Ambiental;---;---;---;---;---;31023295;433768.42;4487154.55;34967
Ambiental;Ambiental;---;---;---;---;---;11043084;433755.11;4487340.43;34967
Ambiental;Ambiental;---;---;---;---;---;11043253;433927.29;4487087.69;34967
Ambiental;Ambiental;---;---;---;---;---;11043271;433895.27;4487100.84;34967
Ambiental;Ambiental;---;---;---;---;---;11043150;433856.74;4487264.97;34967
Ambiental;Ambiental;---;---;---;---;---;11043218;433830.74;4487198.16;34967
Ambiental;Ambiental;---;---;---;---;---;11043143;433814.4;4487271.22;34967
Ambiental;Ambiental;---;---;---;---;---;11043347;433931.7;4487028.56;34967
Ambiental;Ambiental;---;---;---;---;---;11043042;433769.41;4487347.12;34967
Ambiental;Ambiental;---;---;---;---;---;11043230;433781.21;4487185.98;34967
Ambiental;Ambiental;---;---;---;---;---;11043320;433820.1;4487125.16;34967
Ambiental;Ambiental;---;---;---;---;---;11043065;433740.9;4487301.63;34967
Ambiental;Ambiental;---;---;---;---;---;11043056;433797.44;4487370.56;34967
Ambiental;Ambiental;---;---;---;---;---;20148663;433840.89;4487296.33;34967
Ambiental;Ambiental;---;---;---;---;---;11043313;433827.51;4487082.93;34967
Ambiental;Ambiental;---;---;---;---;---;11043154;433846.38;4487285.65;34967
Ambiental;Ambiental;---;---;---;---;---;11043361;433935.18;4486961.97;34967
Ambiental;Ambiental;---;---;---;---;---;11043224;433836.92;4487155.56;34967
Ambiental;Ambiental;---;---;---;---;---;11043270;433898.71;4487121.4;34967
Ambiental;Ambiental;---;---;---;---;---;11043243;433782.91;4487143.54;34967
Ambiental;Ambiental;---;---;---;---;---;11043317;433823.09;4487106.72;34967
Ambiental;Ambiental;---;---;---;---;---;11043349;433938.12;4487019.35;34967
Ambiental;Ambiental;---;---;---;---;---;11043067;433735.42;4487312.24;34967
Ambiental;Ambiental;---;---;---;---;---;11043064;433743.25;4487297.41;34967
Ambiental;Ambiental;---;---;---;---;---;11043024;433816.22;4487375.63;34967
Ambiental;Ambiental;---;---;---;---;---;11043214;433817.26;4487221.43;34967
Ambiental;Ambiental;---;---;---;---;---;11043087;433764.85;4487326.61;34967
Ambiental;Ambiental;---;---;---;---;---;11043213;433814.97;4487226.44;34967
Ambiental;Ambiental;---;---;---;---;---;11043370;433899.92;4487014.61;34967
Ambiental;Ambiental;---;---;---;---;---;11043086;433761.65;4487331.35;34967
Ambiental;Ambiental;---;---;---;---;---;11043363;433928.09;4486971.16;34967
Ambiental;Ambiental;---;---;---;---;---;11043376;433899.04;4486932.75;34967
Ambiental;Ambiental;---;---;---;---;---;11043384;433871.85;4486972.27;34967
Ambiental;Ambiental;---;---;---;---;---;31023297;433762.08;4487166.25;34967
Ambiental;Ambiental;---;---;---;---;---;11043026;433809.26;4487385.64;34967
Ambiental;Ambiental;---;---;---;---;---;11043273;433896.4;4487095.87;34967
Ambiental;Ambiental;---;---;---;---;---;11043356;433962.09;4486982.31;34967
Ambiental;Ambiental;---;---;---;---;---;11043336;433969.81;4487005.07;34967
Ambiental;Ambiental;---;---;---;---;---;11043121;433896.99;4487211.8;34967
Ambiental;Ambiental;---;---;---;---;---;11043038;433783.07;4487327.05;34967
Ambiental;Ambiental;---;---;---;---;---;11043282;433876.82;4487085.5;34967
Ambiental;Ambiental;---;---;---;---;---;11043035;433842.75;4487391.14;34967
Ambiental;Ambiental;---;---;---;---;---;11043180;433884.97;4487193.67;34967
Ambiental;Ambiental;---;---;---;---;---;11043075;433711.97;4487355.32;34967
Ambiental;Ambiental;---;---;---;---;---;11043070;433726.45;4487328.89;34967
Ambiental;Ambiental;---;---;---;---;---;20146528;433744.75;4487355.84;34967
Ambiental;Ambiental;---;---;---;---;---;11043334;433976.1;4486995.92;34967
Ambiental;Ambiental;---;---;---;---;---;11043046;433756.68;4487366.34;34967
Ambiental;Ambiental;---;---;---;---;---;11043196;433775.09;4487238.47;34967
Ambiental;Ambiental;---;---;---;---;---;11043306;433843.23;4487037.48;34967
Ambiental;Ambiental;---;---;---;---;---;11043343;433947.38;4487040.02;34967
Ambiental;Ambiental;---;---;---;---;---;11043269;433898.62;4487127.36;34967
Ambiental;Ambiental;---;---;---;---;---;11043033;433835.06;4487401.36;34967
Ambiental;Ambiental;---;---;---;---;---;11043354;433955.49;4486992.85;34967
Ambiental;Ambiental;---;---;---;---;---;11043364;433924.8;4486982.86;34967
Ambiental;Ambiental;---;---;---;---;---;11043037;433835.92;4487369.8;34967
Ambiental;Ambiental;---;---;---;---;---;11043385;433868.35;4486976.96;34967
Ambiental;Ambiental;---;---;---;---;---;11043074;433714.35;4487350.79;34967
Ambiental;Ambiental;---;---;---;---;---;11043345;433958.87;4487058.28;34967
Ambiental;Ambiental;---;---;---;---;---;11043164;433855.23;4487178.79;34967
Ambiental;Ambiental;---;---;---;---;---;11043293;433851.28;4487122.48;34967
Ambiental;Ambiental;---;---;---;---;---;11043168;433846.93;4487199.7;34967
Ambiental;Ambiental;---;---;---;---;---;11043049;433747.27;4487380.46;34967
Ambiental;Ambiental;---;---;---;---;---;11043245;433788.69;4487144.76;34967
Ambiental;Ambiental;---;---;---;---;---;11043088;433767.88;4487322.11;34967
Ambiental;Ambiental;---;---;---;---;---;11043050;433759.21;4487393.61;34967
Ambiental;Ambiental;---;---;---;---;---;11043043;433766.24;4487352.06;34967
Ambiental;Ambiental;---;---;---;---;---;31023298;433759.45;4487171.41;34967
Ambiental;Ambiental;---;---;---;---;---;11043246;433918.45;4487129.64;34967
Ambiental;Ambiental;---;---;---;---;---;11043068;433731.65;4487319.25;34967
Ambiental;Ambiental;---;---;---;---;---;11043365;433922.04;4486987.07;34967
Ambiental;Ambiental;---;---;---;---;---;11043089;433770.39;4487318.38;34967
Ambiental;Ambiental;---;---;---;---;---;31009993;433860.71;4487070.72;34967
Ambiental;Ambiental;---;---;---;---;---;11043401;433915.53;4486962.94;34967
Ambiental;Ambiental;---;---;---;---;---;11043171;433841.1;4487215.62;34967
Ambiental;Ambiental;---;---;---;---;---;11043390;433854.05;4487011.68;34967
Ambiental;Ambiental;---;---;---;---;---;11043225;433830.92;4487154.19;34967
Ambiental;Ambiental;---;---;---;---;---;11043330;433994.3;4487023.71;34967
Ambiental;Ambiental;---;---;---;---;---;11043202;433770.63;4487281.13;34967
Ambiental;Ambiental;---;---;---;---;---;11043184;433810.11;4487159.81;34967
Ambiental;Ambiental;---;---;---;---;---;20146526;433808.85;4487247.83;34967
Ambiental;Ambiental;---;---;---;---;---;11043254;433929.02;4487081.23;34967
Ambiental;Ambiental;---;---;---;---;---;11043251;433924.42;4487100.78;34967
Ambiental;Ambiental;---;---;---;---;---;11043394;433887.02;4487007.04;34967
Ambiental;Ambiental;---;---;---;---;---;11043318;433821.92;4487112.99;34967
Ambiental;Ambiental;---;---;---;---;---;11043316;433824.0;4487101.85;34967
Ambiental;Ambiental;---;---;---;---;---;11043331;433996.62;4487020.64;34967
Ambiental;Ambiental;---;---;---;---;---;11043252;433926.2;4487092.72;34967
Ambiental;Ambiental;---;---;---;---;---;11043205;433794.28;4487275.26;34967
Ambiental;Ambiental;---;---;---;---;---;11043195;433781.78;4487225.86;34967
Ambiental;Ambiental;---;---;---;---;---;11043066;433738.25;4487306.99;34967
Ambiental;Ambiental;---;---;---;---;---;11043034;433839.56;4487395.34;34967
Ambiental;Ambiental;---;---;---;---;---;11043262;433953.61;4487114.75;34967
Ambiental;Ambiental;---;---;---;---;---;11043404;433926.17;4486948.77;34967
Ambiental;Ambiental;---;---;---;---;---;11043062;433748.59;4487287.57;34967
Ambiental;Ambiental;---;---;---;---;---;11043174;433872.02;4487228.21;34967
Ambiental;Ambiental;---;---;---;---;---;11043169;433845.0;4487204.39;34967
Ambiental;Ambiental;---;---;---;---;---;11043176;433876.5;4487217.51;34967
Ambiental;Ambiental;---;---;---;---;---;11043377;433895.95;4486937.19;34967
Ambiental;Ambiental;---;---;---;---;---;11043110;433884.07;4487321.63;34967
Ambiental;Ambiental;---;---;---;---;---;11043073;433718.17;4487344.28;34967
Ambiental;Ambiental;---;---;---;---;---;11043406;433924.85;4486924.78;34967
Ambiental;Ambiental;---;---;---;---;---;11043327;433983.16;4487040.16;34967
Ambiental;Ambiental;---;---;---;---;---;11043257;433952.25;4487074.94;34967
Ambiental;Ambiental;---;---;---;---;---;11043161;433827.23;4487322.49;34967
Ambiental;Ambiental;---;---;---;---;---;31009991;433899.56;4486979.25;34967
Ambiental;Ambiental;---;---;---;---;---;11043148;433843.2;4487244.97;34967
Ambiental;Ambiental;---;---;---;---;---;11043109;433887.15;4487315.56;34967
Ambiental;Ambiental;---;---;---;---;---;11043278;433880.82;4487056.67;34967
Ambiental;Ambiental;---;---;---;---;---;11043325;433976.19;4487050.7;34967
Ambiental;Ambiental;---;---;---;---;---;11043172;433849.35;4487231.47;34967
Ambiental;Ambiental;---;---;---;---;---;11043194;433783.6;4487221.9;34967
Ambiental;Ambiental;---;---;---;---;---;11043072;433720.54;4487339.88;34967
Ambiental;Ambiental;---;---;---;---;---;11043173;433854.85;4487233.94;34967
Ambiental;Ambiental;---;---;---;---;---;11043113;433872.39;4487342.88;34967
Ambiental;Ambiental;---;---;---;---;---;11043259;433957.91;4487094.87;34967
Ambiental;Ambiental;---;---;---;---;---;11043324;433973.84;4487054.53;34967
Ambiental;Ambiental;---;---;---;---;---;11043076;433708.91;4487361.13;34967
