PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS;N_CATALOGO
Demolición total;Ambiental;---;---;Afectado por exp : 135/2018/00652;135/2018/00652;---;31063100;441941.23;4482323.99;29502
Demolición total;Ambiental;---;---;Afectado por exp : 135/2018/00652;135/2018/00652;---;11047515;442042.65;4482313.86;29502
Demolición total;Ambiental;---;---;Descatalogado por exp : 714/2002/00179;135/2018/00652;---;20100917;441942.02;4482457.84;29502
Demolición total;Sin Catalogar;---;---;Catalogado Ambiental en 2002 por exp : 714/2002/00179. Afectado por exp : 135/2018/00652;135/2018/00652;---;11047493;442031.08;4482290.81;29502
Ambiental;Sin Catalogar;---;---;Catalogado Ambiental por el exp : 714/2002/00179. Afectado por exp : 135/2018/00652;135/2018/00652;---;20149861;441849.54;4482516.33;29502
Demolición total;Ambiental;---;---;Afectado por exp : 135/2018/00652;135/2018/00652;---;31063101;441958.71;4482321.01;29502
Demolición total;Ambiental;---;---;Afectado por exp : 135/2018/00652;135/2018/00652;---;11047549;441977.83;4482375.61;29502
Demolición total;Ambiental;---;---;Descatalogado por exp : 714/2002/00179;135/2018/00652;---;31031814;442022.31;4482377.03;29502
Demolición total;Ambiental;---;---;Afectado por exp : 135/2018/00652;135/2018/00652;---;31063102;442001.76;4482305.48;29502
Ambiental;Ambiental;---;X;---;---;---;20149098;441325.58;4482556.94;29503
Ambiental;Ambiental;---;X;---;---;---;11048085;440892.63;4482572.18;29503
Ambiental;Ambiental;---;X;---;---;---;11048199;440875.44;4482572.3;29503
Ambiental;Ambiental;---;X;---;---;---;11048140;440983.45;4482566.41;29503
Ambiental;Ambiental;---;X;---;---;---;11048043;441380.39;4482540.97;29503
Ambiental;Ambiental;---;X;---;---;---;11048425;441051.34;4482744.41;29503
Ambiental;Ambiental;---;X;---;---;---;11048052;441239.99;4482540.73;29503
Ambiental;Ambiental;---;X;---;---;---;11048287;441133.56;4482744.04;29503
Ambiental;Ambiental;---;X;---;---;---;11048074;440988.02;4482625.44;29503
Ambiental;Ambiental;---;X;---;---;---;11047935;441398.63;4482636.28;29503
Ambiental;Ambiental;---;X;---;---;---;11047981;441325.14;4482621.12;29503
Ambiental;Ambiental;---;X;---;---;---;11048430;441016.21;4482757.48;29503
Ambiental;Ambiental;---;X;---;---;---;11048416;441086.99;4482749.0;29503
Ambiental;Ambiental;---;X;---;---;---;11048018;441250.01;4482793.04;29503
Ambiental;Ambiental;---;X;---;---;---;11048261;441016.8;4482503.51;29503
Ambiental;Ambiental;---;X;---;---;---;11048078;441039.1;4482520.63;29503
Ambiental;Ambiental;---;X;---;---;---;11048394;441030.37;4482681.73;29503
Ambiental;Ambiental;---;X;---;---;---;11048327;440980.99;4482705.43;29503
Ambiental;Ambiental;---;X;---;---;---;11048187;440881.46;4482657.86;29503
Ambiental;Ambiental;---;X;---;---;---;11047986;441268.21;4482604.72;29503
Ambiental;Ambiental;---;X;---;---;---;11048049;441297.0;4482556.73;29503
Ambiental;Ambiental;---;X;---;---;---;11047980;441353.91;4482621.4;29503
Ambiental;Ambiental;---;X;---;---;---;11048054;441211.13;4482556.52;29503
Ambiental;Ambiental;---;X;---;---;---;11048145;440947.7;4482535.96;29503
Ambiental;Ambiental;---;X;---;---;---;11048280;440902.46;4482431.16;29503
Ambiental;Ambiental;---;X;---;---;---;11047990;441211.73;4482604.93;29503
Ambiental;Ambiental;---;X;---;---;---;11047991;441183.17;4482603.53;29503
Ambiental;Ambiental;---;X;---;---;---;11045706;441385.9;4482606.63;29503
Ambiental;Ambiental;---;X;---;---;---;11048411;440912.26;4482711.66;29503
Ambiental;Ambiental;---;X;---;---;---;11048025;441301.47;4482707.95;29503
Ambiental;Ambiental;---;X;---;---;---;20148153;441248.52;4482475.9;29503
Ambiental;Ambiental;---;X;---;---;---;11048153;440956.97;4482602.26;29503
Ambiental;Ambiental;---;X;---;---;---;11048161;440939.19;4482572.87;29503
Ambiental;Ambiental;---;X;---;---;---;11048003;441210.1;4482686.66;29503
Ambiental;Ambiental;---;X;---;---;---;11047994;441192.8;4482653.15;29503
Ambiental;Ambiental;---;X;---;---;---;31006481;441327.59;4482665.23;29503
Ambiental;Ambiental;---;X;---;---;---;11048294;441070.38;4482704.53;29503
Ambiental;Ambiental;---;X;---;---;---;11048274;441090.8;4482506.86;29503
Ambiental;Ambiental;---;X;---;---;---;11048077;441056.48;4482520.32;29503
Ambiental;Ambiental;---;X;---;---;---;11047957;441419.69;4482685.06;29503
Ambiental;Ambiental;---;X;---;---;---;11047954;441391.82;4482684.74;29503
Ambiental;Ambiental;---;X;---;---;---;11048182;440940.79;4482682.65;29503
Ambiental;Ambiental;---;X;---;---;---;11047972;441275.51;4482737.67;29503
Ambiental;Ambiental;---;X;---;---;---;11047977;441329.55;4482756.17;29503
Ambiental;Ambiental;---;X;---;---;---;11048035;441370.81;4482508.34;29503
Ambiental;Ambiental;---;X;---;---;---;11048449;441062.09;4482804.12;29503
Ambiental;Ambiental;---;X;---;---;---;11048078;441039.1;4482520.63;29503
Ambiental;Ambiental;---;X;---;---;---;11048067;441031.73;4482538.19;29503
Ambiental;Ambiental;---;X;---;---;---;11048012;441217.99;4482736.75;29503
Ambiental;Ambiental;---;X;---;---;---;11048275;440981.66;4482467.21;29503
Ambiental;Ambiental;---;X;---;---;---;11048276;440965.47;4482449.25;29503
Ambiental;Ambiental;---;X;---;---;---;11048059;441049.84;4482442.85;29503
Ambiental;Ambiental;---;X;---;---;---;11048245;440946.2;4482507.43;29503
Ambiental;Ambiental;---;X;---;---;---;11048171;440956.9;4482653.99;29503
Ambiental;Ambiental;---;X;---;---;---;11048096;441110.07;4482582.82;29503
Ambiental;Ambiental;---;X;---;---;---;11048139;440983.41;4482594.61;29503
Ambiental;Ambiental;---;X;---;---;---;11048030;441253.68;4482651.21;29503
Ambiental;Ambiental;---;X;---;---;---;11047983;441296.67;4482605.58;29503
Ambiental;Ambiental;---;X;---;---;---;11047988;441239.6;4482620.9;29503
Ambiental;Ambiental;---;X;---;---;---;11048027;441284.98;4482679.53;29503
Ambiental;Ambiental;---;X;---;---;---;11048241;440928.54;4482503.13;29503
Ambiental;Ambiental;---;X;---;---;---;11048044;441354.1;4482540.49;29503
Ambiental;Ambiental;---;X;---;---;---;11048216;440892.98;4482525.24;29503
Ambiental;Ambiental;---;X;---;---;---;11047967;441235.24;4482828.07;29503
Ambiental;Ambiental;---;X;---;---;---;11048290;441163.99;4482715.73;29503
Ambiental;Ambiental;---;X;---;---;---;11048455;441157.36;4482827.66;29503
Ambiental;Ambiental;---;X;---;---;---;20147056;441068.86;4482757.58;29503
Ambiental;Ambiental;---;X;---;---;---;11048327;440980.99;4482705.43;29503
Ambiental;Ambiental;---;X;---;---;---;31013403;441228.1;4482686.89;29503
Ambiental;Ambiental;---;X;---;---;---;11048336;441140.36;4482693.72;29503
Ambiental;Ambiental;---;X;---;---;---;11047965;441323.23;4482797.27;29503
Ambiental;Ambiental;---;X;---;---;---;11048438;440981.02;4482757.53;29503
Ambiental;Ambiental;---;X;---;---;---;11048368;441077.5;4482681.7;29503
Ambiental;Ambiental;---;X;---;---;---;11048394;441030.37;4482681.73;29503
Ambiental;Ambiental;---;X;---;---;---;31035460;441202.1;4482711.7;29503
Ambiental;Ambiental;---;X;---;---;---;11048418;441069.11;4482744.28;29503
Ambiental;Ambiental;---;X;---;---;---;11048442;440962.73;4482775.75;29503
Ambiental;Ambiental;---;X;---;---;---;11048285;441115.97;4482772.53;29503
Ambiental;Ambiental;---;X;---;---;---;11048017;441249.9;4482765.2;29503
Ambiental;Ambiental;---;X;---;---;---;11048412;440912.72;4482739.84;29503
Ambiental;Ambiental;---;X;---;---;---;11048409;440896.24;4482683.69;29503
Ambiental;Ambiental;---;X;---;---;---;11048360;441087.51;4482663.6;29503
Ambiental;Ambiental;---;X;---;---;---;11048343;441140.15;4482663.84;29503
Ambiental;Ambiental;---;X;---;---;---;11048344;441122.51;4482663.93;29503
Ambiental;Ambiental;---;X;---;---;---;11048247;440962.3;4482503.43;29503
Ambiental;Ambiental;---;X;---;---;---;11047946;441411.28;4482654.1;29503
Ambiental;Ambiental;---;X;---;---;---;11048065;441299.31;4482476.0;29503
Ambiental;Ambiental;---;X;---;---;---;11048252;440981.5;4482507.45;29503
Ambiental;Ambiental;---;X;---;---;---;11048126;441056.9;4482544.88;29503
Ambiental;Ambiental;---;X;---;---;---;11048125;441074.54;4482544.67;29503
Ambiental;Ambiental;---;X;---;---;---;11048106;441092.22;4482544.56;29503
Ambiental;Ambiental;---;X;---;---;---;11048154;440939.25;4482602.08;29503
Ambiental;Ambiental;---;X;---;---;---;11048377;441039.34;4482681.87;29503
Ambiental;Ambiental;---;X;---;---;---;11048335;441158.38;4482693.8;29503
Ambiental;Ambiental;---;X;---;---;---;11048434;440998.64;4482744.3;29503
Ambiental;Ambiental;---;X;---;---;---;11048453;441125.73;4482819.51;29503
Ambiental;Ambiental;---;X;---;---;---;11047961;441294.77;4482812.65;29503
Ambiental;Ambiental;---;X;---;---;---;11048254;440999.0;4482503.16;29503
Ambiental;Ambiental;---;X;---;---;---;11048050;441268.49;4482556.33;29503
Ambiental;Ambiental;---;X;---;---;---;11048233;440910.1;4482487.65;29503
Ambiental;Ambiental;---;X;---;---;---;11048228;440891.73;4482471.67;29503
Ambiental;Ambiental;---;X;---;---;---;11048209;440875.32;4482525.0;29503
Ambiental;Ambiental;---;X;---;---;---;11047949;441363.77;4482700.79;29503
Ambiental;Ambiental;---;X;---;---;---;11048295;441033.85;4482705.83;29503
Ambiental;Ambiental;---;X;---;---;---;11048302;441033.67;4482735.54;29503
Ambiental;Ambiental;---;X;---;---;---;11048311;440998.76;4482705.29;29503
Ambiental;Ambiental;---;X;---;---;---;11109846;444914.87;4476729.69;29504
Ambiental;Ambiental;---;X;---;---;---;11109818;444780.13;4476629.23;29504
Ambiental;Ambiental;---;X;---;---;---;11110706;444581.7;4476513.91;29504
Ambiental;Ambiental;---;X;---;---;---;11109843;444893.8;4476614.29;29504
Ambiental;Ambiental;---;X;---;---;---;11109795;444679.04;4476563.31;29504
Ambiental;Ambiental;---;X;---;---;---;11109759;444666.23;4476555.61;29504
Ambiental;Ambiental;---;X;---;---;---;11110715;444542.52;4476386.09;29504
Ambiental;Ambiental;---;X;---;---;---;11110713;444598.72;4476457.48;29504
Ambiental;Ambiental;---;X;---;---;---;11109751;444665.89;4476481.71;29504
Ambiental;Ambiental;---;X;---;---;---;11109793;444720.36;4476497.04;29504
Ambiental;Ambiental;---;X;---;---;---;11109754;444658.01;4476494.68;29504
Ambiental;Ambiental;---;X;---;---;---;11109810;444827.39;4476618.88;29504
Ambiental;Ambiental;---;X;---;---;---;11109840;444906.17;4476622.57;29504
Ambiental;Ambiental;---;X;---;---;---;11110623;444948.53;4476732.0;29504
Ambiental;Ambiental;---;X;---;---;---;11109837;445016.05;4476691.64;29504
Ambiental;Ambiental;---;X;---;---;---;11109831;444952.26;4476697.28;29504
Ambiental;Ambiental;---;X;---;---;---;11109829;444965.1;4476705.25;29504
Ambiental;Ambiental;---;X;---;---;---;11109808;444716.27;4476549.62;29504
Singular;Singular;---;---;---;---;---;20071671;446636.52;4477644.03;29506
Ambiental;Ambiental;---;---;---;---;---;11025997;441705.69;4479732.39;29507
Ambiental;Ambiental;---;---;---;---;---;11025997;441705.69;4479732.39;29507
Estructural;Estructural;---;---;---;---;---;11114174;445199.03;4478293.02;29509
Parcial;Parcial;---;---;---;---;---;11021097;442029.66;4478031.11;29510
Ambiental;Ambiental;---;---;---;---;---;11021109;442186.57;4478090.39;29511
Estructural;Estructural;---;X;---;---;---;11025411;441986.47;4478237.23;29512
Estructural;Estructural;---;X;---;---;---;11025405;441965.18;4478206.27;29512
Estructural;Estructural;---;X;---;---;---;11025350;441937.64;4478153.17;29512
Parcial;Parcial;---;X;---;---;---;11018876;442726.91;4476635.06;29513
Parcial;Parcial;---;---;---;---;---;11017026;443524.19;4475766.26;29514
Estructural;Estructural;---;---;---;---;---;11017019;443468.23;4475757.05;29517
Estructural;Estructural;---;---;---;---;---;11017020;443475.43;4475758.1;29518
Parcial;Parcial;---;---;---;---;---;11016878;443704.55;4475601.76;29521
Ambiental;Ambiental;---;---;---;---;---;11016581;443517.76;4475303.71;29522
Ambiental;Ambiental;---;X;---;---;---;11026393;442575.3;4478923.51;29523
Ambiental;Ambiental;---;X;---;---;---;11026406;442666.53;4478914.29;29524
Ambiental;Ambiental;---;X;---;---;---;11025213;442662.62;4478845.28;29525
Singular;Singular;---;---;---;---;---;31026790;442459.44;4479847.26;29527
Parcial;Parcial;---;---;---;---;---;11027131;442528.64;4479906.88;29528
Estructural;Estructural;---;---;---;---;---;11139329;446596.76;4477673.26;29529
Ambiental;Ambiental;---;---;---;---;---;11020991;441827.25;4477854.91;29543
Estructural;Estructural;---;---;---;---;---;11021004;441800.48;4477912.89;29546
Parcial;Parcial;---;---;---;---;---;11020737;441818.36;4477490.3;29562
Ambiental;Ambiental;---;---;---;---;---;11020778;441898.47;4477446.93;29565
Parcial;Parcial;---;---;---;---;---;11021160;442305.87;4477860.06;29567
Parcial;Parcial;---;---;---;---;---;11021239;441978.97;4477972.02;29569
Estructural;Estructural;---;---;---;---;---;11021198;442270.78;4477854.85;29572
Estructural;Estructural;---;---;---;---;---;11021252;442255.23;4477688.77;29575
Parcial;Parcial;---;---;---;---;---;11021195;442259.53;4477774.75;29577
Parcial;Parcial;---;---;---;---;---;11021361;442242.75;4477758.71;29578
Parcial;Parcial;---;---;---;---;---;11021060;442300.86;4477888.49;29579
Parcial;Parcial;---;---;---;---;---;11021062;442330.48;4477873.27;29580
Estructural;Estructural;---;---;---;---;---;11020690;441723.25;4477575.81;29581
Estructural;Estructural;---;---;---;---;---;20151684;441886.85;4477482.77;29587
Integral;Integral;---;---;---;---;---;31065428;445335.43;4495534.15;29591
Integral;Integral;---;---;---;---;---;31065428;445335.43;4495534.15;29591
Estructural;Estructural;---;---;---;---;---;20095316;440415.16;4481268.66;29751
Estructural;Estructural;---;---;---;---;---;11026375;442466.62;4478999.86;29752
Integral;Integral;---;---;---;---;---;20138118;452056.52;4477779.55;29753
Estructural;Estructural;---;---;---;---;---;11049394;442556.92;4481747.12;29754
Integral;Integral;Antigua Fábrica Martini-Rossi;---;---;---;---;20090525;450494.7;4477784.41;29755
Sin Catalogar;Sin Catalogar;---;X;---;---;---;31024626;445163.25;4478403.57;29756
Sin Catalogar;Sin Catalogar;---;X;---;---;---;31024625;445111.15;4478277.78;29756
Sin Catalogar;Sin Catalogar;---;X;---;---;---;31024624;445031.28;4478138.57;29756
Parcial;Parcial;---;---;---;---;---;11025326;442421.33;4478132.95;29757
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): bloque tipo 2 viviendas por planta. (principal 153479);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153558_FN.pdf;11134970;447669.14;4475961.37;29759
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): bloque escalonado de cuatro viviendas por planta. (principal 153521);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153563_FN.pdf;11134952;447612.4;4475967.25;29759
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): bloque tipo 2 viviendas por planta. (principal 153479);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153540_FN.pdf;11134878;447509.39;4476011.65;29759
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): bloque escalonado de tres viviendas por planta. (principal 153520);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153537_FN.pdf;11134959;447587.57;4475928.17;29759
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): bloque lineal dos viviendas por planta. (principal 153479);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153392_FN.pdf;11134850;447570.53;4475631.17;29759
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): bloque lineal dos viviendas por planta. (principal 153479);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153387_FN.pdf;11134886;447626.57;4475628.96;29759
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): bloque tipo 2 viviendas por planta. (principal 153479);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153528_FN.pdf;11134953;447569.82;4475901.28;29759
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): edificio de 2 plantas. (principal 153500);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153525_FN.pdf;11134852;447460.21;4475978.65;29759
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11134889;447673.6;4475745.77;29759
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): bloque escalonado de cuatro viviendas por planta. (princiupal 153521);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153546_FN.pdf;11134853;447466.99;4476005.08;29759
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): bloque escalonado de cuatro viviendas por planta. (princiupal 153521);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153451_FN.pdf;11134912;447739.82;4475727.36;29759
Ambiental;Sin Catalogar;Gran San Blas (Parcela G): bloque lineal dos viviendas por planta. (principal 153479);Gran San Blas. Parcela G;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/29759_000153399_FN.pdf;11134915;447653.69;4475634.5;29759
